Iteracao,Particula,Distancia,PWM,Erro_Atual,Gbest_Erro
9,1,28.72,-17.48,1.28,10.16
9,1,29.30,-16.32,0.70,10.16
9,1,28.72,-10.36,1.28,10.16
9,1,28.72,-3.59,1.28,10.16
9,1,29.30,-0.60,0.70,10.16
9,1,28.58,6.83,1.42,10.16
9,1,28.72,17.24,1.28,10.16
9,1,21.38,47.90,8.62,10.16
9,1,28.72,33.95,1.28,10.16
9,1,29.88,31.49,0.12,10.16
9,1,29.88,31.99,0.12,10.16
9,1,29.88,38.02,0.12,10.16
9,1,29.30,41.39,0.70,10.16
9,1,30.47,35.55,-0.47,10.16
9,1,25.54,54.22,4.46,10.16
9,1,36.41,8.40,-6.41,10.16
9,1,36.08,-11.77,-6.08,10.16
9,1,34.15,-22.89,-4.15,10.16
9,1,28.58,-24.36,1.42,10.16
9,1,37.24,-61.35,-7.24,10.16
9,1,32.28,-48.54,-2.28,10.16
9,1,34.79,-52.34,-4.79,10.16
9,1,35.43,-56.66,-5.43,10.16
9,1,37.07,-60.89,-7.07,10.16
9,1,32.28,-48.39,-2.28,10.16
9,1,35.27,-56.31,-5.27,10.16
9,1,32.28,-48.61,-2.28,10.16
9,1,29.30,-38.91,0.70,10.16
9,1,31.67,-42.45,-1.67,10.16
9,1,24.36,-23.34,5.64,10.16
9,1,31.06,-43.67,-1.06,10.16
9,1,30.47,-43.92,-0.47,10.16
9,1,31.52,-46.63,-1.52,10.16
9,1,30.47,-41.72,-0.47,10.16
9,1,31.06,-38.86,-1.06,10.16
9,1,30.47,-33.82,-0.47,10.16
9,1,30.32,-35.20,-0.32,10.16
9,1,30.47,-38.09,-0.47,10.16
9,1,30.47,-37.10,-0.47,10.16
9,1,29.01,-32.57,0.99,10.16
9,1,29.30,-31.30,0.70,10.16
9,1,29.30,-30.47,0.70,10.16
9,1,29.30,-13.74,0.70,10.16
9,1,28.58,-7.29,1.42,10.16
9,1,28.72,-4.15,1.28,10.16
9,1,29.30,-0.57,0.70,10.16
9,1,27.73,18.87,2.27,10.16
9,1,28.72,21.94,1.28,10.16
9,1,28.72,26.79,1.28,10.16
9,1,27.31,37.58,2.69,10.16
9,1,30.03,34.45,-0.03,10.16
9,1,29.15,38.85,0.85,10.16
9,1,29.88,36.84,0.12,10.16
9,1,29.30,44.54,0.70,10.16
9,1,30.47,40.73,-0.47,10.16
9,1,29.15,39.33,0.85,10.16
9,1,30.47,40.49,-0.47,10.16
9,1,32.28,32.73,-2.28,10.16
9,1,31.67,36.93,-1.67,10.16
9,1,28.15,33.76,1.85,10.16
9,1,36.08,-5.68,-6.08,10.16
9,1,36.91,-23.17,-6.91,10.16
9,1,37.24,-44.14,-7.24,10.16
9,1,28.58,-37.64,1.42,10.16
9,1,26.35,-28.05,3.65,10.16
9,1,37.24,-61.31,-7.24,10.16
9,1,32.74,-49.76,-2.74,10.16
9,1,32.89,-46.29,-2.89,10.16
9,1,31.06,-37.00,-1.06,10.16
9,1,32.28,-46.38,-2.28,10.16
9,1,29.88,-38.31,0.12,10.16
9,1,37.24,-61.32,-7.24,10.16
9,1,29.88,-41.00,0.12,10.16
9,1,29.30,-40.25,0.70,10.16
9,1,29.88,-42.22,0.12,10.16
9,1,31.06,-45.43,-1.06,10.16
9,1,22.35,-16.25,7.65,10.16
9,1,30.92,-36.34,-0.92,10.16
9,1,31.67,-34.82,-1.67,10.16
9,1,30.47,-36.24,-0.47,10.16
9,1,31.67,-43.91,-1.67,10.16
9,1,31.67,-45.94,-1.67,10.16
9,1,30.92,-45.09,-0.92,10.16
9,1,22.84,-18.15,7.16,10.16
9,2,27.04,12.73,2.96,10.16
9,2,28.15,17.07,1.85,10.16
9,2,27.04,35.58,2.96,10.16
9,2,27.59,39.69,2.41,10.16
9,2,28.15,37.62,1.85,10.16
9,2,28.01,38.14,1.99,10.16
9,2,29.30,33.41,0.70,10.16
9,2,20.91,64.25,9.09,10.16
9,2,29.30,33.41,0.70,10.16
9,2,27.04,41.73,2.96,10.16
9,2,32.89,7.28,-2.89,10.16
9,2,36.41,-21.70,-6.41,10.16
9,2,37.91,-45.52,-7.91,10.16
9,2,37.24,-57.44,-7.24,10.16
9,2,34.15,-46.08,-4.15,10.16
9,2,27.04,-10.76,2.96,10.16
9,2,29.88,-23.15,0.12,10.16
9,2,26.49,-8.34,3.51,10.16
9,2,36.08,-42.72,-6.08,10.16
9,2,31.52,-26.53,-1.52,10.16
9,2,37.24,-48.65,-7.24,10.16
9,2,29.88,-25.77,0.12,10.16
9,2,33.52,-40.52,-3.52,10.16
9,2,29.88,-30.23,0.12,10.16
9,2,33.99,-45.50,-3.99,10.16
9,2,30.92,-34.19,-0.92,10.16
9,2,32.28,-39.20,-2.28,10.16
9,2,22.47,5.91,7.53,10.16
9,2,31.06,-29.07,-1.06,10.16
9,2,30.47,-28.69,-0.47,10.16
9,2,30.47,-29.51,-0.47,10.16
9,2,29.88,-28.52,0.12,10.16
9,2,29.88,-27.35,0.12,10.16
9,2,30.47,-21.42,-0.47,10.16
9,2,30.47,-21.06,-0.47,10.16
9,2,29.88,-18.16,0.12,10.16
9,2,29.88,-13.51,0.12,10.16
9,2,29.88,-13.50,0.12,10.16
9,2,29.88,-12.41,0.12,10.16
9,2,29.30,-4.61,0.70,10.16
9,2,29.30,-3.26,0.70,10.16
9,2,29.15,-1.54,0.85,10.16
9,2,31.82,-11.10,-1.82,10.16
9,2,29.30,-0.01,0.70,10.16
9,2,29.88,3.16,0.12,10.16
9,2,29.88,3.53,0.12,10.16
9,2,28.86,6.17,1.14,10.16
9,2,22.35,36.20,7.65,10.16
9,2,30.47,9.90,-0.47,10.16
9,2,29.88,12.41,0.12,10.16
9,2,29.88,9.80,0.12,10.16
9,2,30.92,7.85,-0.92,10.16
9,2,30.03,7.25,-0.03,10.16
9,2,32.28,-5.40,-2.28,10.16
9,2,33.52,-12.78,-3.52,10.16
9,2,30.47,-3.50,-0.47,10.16
9,2,35.27,-27.94,-5.27,10.16
9,2,29.88,-10.03,0.12,10.16
9,2,30.47,-13.70,-0.47,10.16
9,2,31.67,-10.02,-1.67,10.16
9,2,31.06,-6.42,-1.06,10.16
9,2,30.47,-2.92,-0.47,10.16
9,2,34.15,-17.73,-4.15,10.16
9,2,29.30,-0.99,0.70,10.16
9,2,33.52,-19.04,-3.52,10.16
9,2,28.15,-3.16,1.85,10.16
9,2,29.88,-8.45,0.12,10.16
9,2,26.49,3.42,3.51,10.16
9,2,29.30,-10.90,0.70,10.16
9,2,29.88,-13.78,0.12,10.16
9,2,32.74,-27.21,-2.74,10.16
9,2,28.15,-1.12,1.85,10.16
9,2,33.52,-23.23,-3.52,10.16
9,2,31.67,-20.00,-1.67,10.16
9,2,24.36,4.64,5.64,10.16
9,2,30.92,-15.92,-0.92,10.16
9,2,27.87,-9.21,2.13,10.16
9,2,37.24,-52.35,-7.24,10.16
9,2,31.06,-32.93,-1.06,10.16
9,2,30.47,-31.25,-0.47,10.16
9,2,35.43,-50.80,-5.43,10.16
9,2,30.47,-32.55,-0.47,10.16
9,2,22.84,-0.02,7.16,10.16
9,2,29.88,-29.84,0.12,10.16
9,2,34.15,-46.08,-4.15,10.16
9,2,34.15,-46.08,-4.15,10.16
9,2,30.47,-32.55,-0.47,10.16
9,2,30.47,-32.55,-0.47,10.16
9,2,23.98,-4.97,6.02,10.16
9,2,31.06,-30.48,-1.06,10.16
9,2,31.06,-34.74,-1.06,10.16
9,2,30.47,-32.55,-0.47,10.16
9,2,30.47,-32.55,-0.47,10.16
9,2,31.06,-27.85,-1.06,10.16
9,2,29.88,-23.13,0.12,10.16
9,2,30.47,-22.92,-0.47,10.16
9,2,30.47,-25.10,-0.47,10.16
9,2,27.87,-16.40,2.13,10.16
9,2,23.34,1.81,6.66,10.16
9,2,30.47,-21.81,-0.47,10.16
9,2,31.06,-25.37,-1.06,10.16
9,2,31.06,-28.20,-1.06,10.16
9,2,30.47,-26.45,-0.47,10.16
9,2,31.21,-30.83,-1.21,10.16
9,2,29.88,-25.54,0.12,10.16
9,2,22.97,8.79,7.03,10.16
9,2,30.47,-14.33,-0.47,10.16
9,2,29.88,-13.06,0.12,10.16
9,2,30.47,-16.40,-0.47,10.16
9,2,29.88,-12.63,0.12,10.16
9,2,29.30,-9.13,0.70,10.16
9,2,29.30,-8.59,0.70,10.16
9,2,29.30,-8.33,0.70,10.16
9,2,29.88,-9.47,0.12,10.16
9,2,27.87,0.33,2.13,10.16
10,0,27.59,7.57,2.41,8.64
10,0,27.45,23.16,2.55,8.64
10,0,28.15,30.21,1.85,8.64
10,0,19.87,61.36,10.13,8.64
10,0,28.58,40.49,1.42,8.64
10,0,28.58,40.55,1.42,8.64
10,0,30.03,37.03,-0.03,8.64
10,0,26.90,41.53,3.10,8.64
10,0,26.22,46.15,3.78,8.64
10,0,36.25,5.20,-6.25,8.64
10,0,37.24,-22.69,-7.24,8.64
10,0,37.24,-49.94,-7.24,8.64
10,0,36.91,-53.51,-6.91,8.64
10,0,36.08,-51.53,-6.08,8.64
10,0,33.99,-46.68,-3.99,8.64
10,0,27.45,-24.45,2.55,8.64
10,0,26.90,-16.81,3.10,8.64
10,0,35.43,-42.93,-5.43,8.64
10,0,27.45,-27.11,2.55,8.64
10,0,34.15,-47.18,-4.15,8.64
10,0,29.88,-36.14,0.12,8.64
10,0,35.27,-49.76,-5.27,8.64
10,0,21.38,-10.06,8.62,8.64
10,0,36.25,-52.14,-6.25,8.64
10,0,29.73,-35.58,0.27,8.64
10,0,31.67,-41.05,-1.67,8.64
10,0,29.88,-25.16,0.12,8.64
10,0,29.88,-26.33,0.12,8.64
10,0,28.72,-23.71,1.28,8.64
10,0,29.88,-25.08,0.12,8.64
10,0,29.88,-24.54,0.12,8.64
10,0,29.88,-24.08,0.12,8.64
10,0,29.88,-15.23,0.12,8.64
10,0,29.73,-13.67,0.27,8.64
10,0,29.30,-11.30,0.70,8.64
10,0,29.15,-8.92,0.85,8.64
10,0,28.72,2.83,1.28,8.64
10,0,28.44,7.40,1.56,8.64
10,0,29.15,9.48,0.85,8.64
10,0,29.30,18.10,0.70,8.64
10,0,29.15,21.38,0.85,8.64
10,0,21.62,52.12,8.38,8.64
10,0,29.73,33.00,0.27,8.64
10,0,29.88,31.59,0.12,8.64
10,0,31.52,24.60,-1.52,8.64
10,0,29.15,25.51,0.85,8.64
10,0,30.32,21.57,-0.32,8.64
10,0,35.43,3.99,-5.43,8.64
10,0,30.92,12.88,-0.92,8.64
10,0,37.24,-9.97,-7.24,8.64
10,0,34.63,-19.48,-4.63,8.64
10,0,25.02,3.32,4.98,8.64
10,0,36.74,-37.70,-6.74,8.64
10,0,36.41,-52.33,-6.41,8.64
10,0,37.24,-54.41,-7.24,8.64
10,0,27.45,-29.11,2.55,8.64
10,0,32.89,-44.00,-2.89,8.64
10,0,31.06,-39.70,-1.06,8.64
10,0,32.28,-32.55,-2.28,8.64
10,0,30.32,-36.96,-0.32,8.64
10,0,30.92,-35.78,-0.92,8.64
10,0,31.06,-39.62,-1.06,8.64
10,0,31.52,-40.75,-1.52,8.64
10,0,31.67,-38.09,-1.67,8.64
10,0,31.67,-41.10,-1.67,8.64
10,0,30.92,-39.23,-0.92,8.64
10,0,32.28,-42.55,-2.28,8.64
10,0,30.92,-39.28,-0.92,8.64
10,0,30.92,-39.30,-0.92,8.64
10,0,30.32,-37.87,-0.32,8.64
10,0,30.47,-38.24,-0.47,8.64
10,0,30.62,-38.60,-0.62,8.64
10,0,30.32,-36.80,-0.32,8.64
10,0,29.88,-22.91,0.12,8.64
10,0,29.88,-22.25,0.12,8.64
10,0,29.88,-21.82,0.12,8.64
10,0,29.15,-11.09,0.85,8.64
10,0,29.15,-8.16,0.85,8.64
10,0,29.30,-6.55,0.70,8.64
10,0,28.58,5.66,1.42,8.64
10,0,30.03,12.05,-0.03,8.64
10,0,28.58,20.07,1.42,8.64
10,0,29.15,23.53,0.85,8.64
10,0,29.30,33.02,0.70,8.64
10,0,29.15,36.38,0.85,8.64
10,0,29.30,38.80,0.70,8.64
10,0,29.88,37.40,0.12,8.64
10,0,30.47,35.43,-0.47,8.64
10,0,30.32,34.41,-0.32,8.64
10,0,32.12,29.88,-2.12,8.64
10,0,28.72,33.64,1.28,8.64
10,0,34.63,19.60,-4.63,8.64
10,0,28.72,39.65,1.28,8.64
10,0,29.15,36.02,0.85,8.64
10,0,30.32,15.12,-0.32,8.64
10,0,34.15,-4.55,-4.15,8.64
10,0,27.45,6.74,2.55,8.64
10,0,30.32,-6.77,-0.32,8.64
10,0,30.92,-17.07,-0.92,8.64
10,0,32.74,-33.17,-2.74,8.64
10,0,34.15,-46.97,-4.15,8.64
10,0,32.12,-42.10,-2.12,8.64
10,0,37.24,-54.42,-7.24,8.64
10,0,32.74,-43.63,-2.74,8.64
10,0,33.05,-44.43,-3.05,8.64
10,0,31.52,-40.74,-1.52,8.64
10,0,30.47,-28.82,-0.47,8.64
10,0,37.24,-53.67,-7.24,8.64
10,0,31.67,-41.09,-1.67,8.64
10,0,33.52,-40.65,-3.52,8.64
10,0,33.99,-46.67,-3.99,8.64
10,0,22.47,-13.01,7.53,8.64
10,0,31.06,-35.67,-1.06,8.64
10,0,35.27,-49.76,-5.27,8.64
10,0,22.11,-12.31,7.89,8.64
10,0,30.32,-37.79,-0.32,8.64
10,1,26.49,12.24,3.51,8.64
10,1,26.08,28.78,3.92,8.64
10,1,26.90,48.58,3.10,8.64
10,1,27.59,49.17,2.41,8.64
10,1,28.15,47.71,1.85,8.64
10,1,20.44,67.93,9.56,8.64
10,1,27.59,49.17,2.41,8.64
10,1,27.59,49.18,2.41,8.64
10,1,37.24,-3.72,-7.24,8.64
10,1,37.24,-31.75,-7.24,8.64
10,1,37.24,-61.78,-7.24,8.64
10,1,36.08,-58.80,-6.08,8.64
10,1,25.95,-28.65,4.05,8.64
10,1,28.15,-31.91,1.85,8.64
10,1,26.90,-31.57,3.10,8.64
10,1,29.30,-39.14,0.70,8.64
10,1,32.28,-32.08,-2.28,8.64
10,1,31.52,-37.74,-1.52,8.64
10,1,26.49,-26.22,3.51,8.64
10,1,29.73,-36.73,0.27,8.64
10,1,34.79,-55.46,-4.79,8.64
10,1,30.47,-38.76,-0.47,8.64
10,1,32.12,-44.01,-2.12,8.64
10,1,30.32,-42.81,-0.32,8.64
10,1,31.82,-47.66,-1.82,8.64
10,1,21.98,-14.63,8.02,8.64
10,1,30.47,-31.71,-0.47,8.64
10,1,27.87,-21.41,2.13,8.64
10,1,29.73,-24.66,0.27,8.64
10,1,29.73,-22.79,0.27,8.64
10,1,29.88,-22.90,0.12,8.64
10,1,30.62,-24.69,-0.62,8.64
10,1,28.72,-10.04,1.28,8.64
10,1,29.15,-7.79,0.85,8.64
10,1,29.30,-4.90,0.70,8.64
10,1,28.72,7.82,1.28,8.64
10,1,28.58,11.96,1.42,8.64
10,1,33.05,1.48,-3.05,8.64
10,1,29.30,19.92,0.70,8.64
10,1,29.88,18.41,0.12,8.64
10,1,31.52,13.97,-1.52,8.64
10,1,29.88,19.54,0.12,8.64
10,1,30.62,18.20,-0.62,8.64
10,1,29.88,17.99,0.12,8.64
10,1,29.88,14.69,0.12,8.64
10,1,33.36,1.02,-3.36,8.64
10,1,29.30,8.72,0.70,8.64
10,1,34.79,-11.35,-4.79,8.64
10,1,30.32,-2.40,-0.32,8.64
10,1,31.67,-13.73,-1.67,8.64
10,1,29.15,-9.67,0.85,8.64
10,1,30.47,-19.34,-0.47,8.64
10,1,36.74,-39.41,-6.74,8.64
10,1,36.91,-53.41,-6.91,8.64
10,1,30.47,-31.33,-0.47,8.64
10,1,35.27,-56.68,-5.27,8.64
10,1,28.72,-38.37,1.28,8.64
10,1,31.06,-45.67,-1.06,8.64
10,1,29.88,-36.14,0.12,8.64
10,1,30.92,-45.28,-0.92,8.64
10,1,30.47,-44.11,-0.47,8.64
10,1,31.06,-43.05,-1.06,8.64
10,1,29.73,-41.94,0.27,8.64
10,1,30.47,-44.10,-0.47,8.64
10,1,29.88,-35.66,0.12,8.64
10,1,29.88,-37.80,0.12,8.64
10,1,29.88,-38.43,0.12,8.64
10,1,29.73,-38.92,0.27,8.64
10,1,29.30,-36.01,0.70,8.64
10,1,29.30,-31.06,0.70,8.64
10,1,28.58,-11.01,1.42,8.64
10,1,28.72,-6.90,1.28,8.64
10,1,28.72,-1.79,1.28,8.64
10,1,28.72,5.88,1.28,8.64
10,1,28.15,16.24,1.85,8.64
10,1,28.72,26.97,1.28,8.64
10,1,21.03,59.50,8.97,8.64
10,1,28.58,46.59,1.42,8.64
10,1,29.30,44.72,0.70,8.64
10,1,29.15,45.11,0.85,8.64
10,1,29.44,44.21,0.56,8.64
10,1,29.88,41.31,0.12,8.64
10,1,28.15,47.41,1.85,8.64
10,1,33.05,22.73,-3.05,8.64
10,1,30.47,41.12,-0.47,8.64
10,1,32.28,22.66,-2.28,8.64
10,1,30.17,27.79,-0.17,8.64
10,1,25.95,42.52,4.05,8.64
10,1,37.07,-8.68,-7.07,8.64
10,1,37.24,-40.15,-7.24,8.64
10,1,36.74,-60.47,-6.74,8.64
10,1,37.57,-62.65,-7.57,8.64
10,1,37.24,-61.78,-7.24,8.64
10,1,34.79,-55.38,-4.79,8.64
10,1,28.72,-38.37,1.28,8.64
10,1,34.15,-53.71,-4.15,8.64
10,1,28.15,-33.70,1.85,8.64
10,1,33.52,-49.20,-3.52,8.64
10,1,31.82,-38.08,-1.82,8.64
10,1,30.92,-38.08,-0.92,8.64
10,1,27.59,-27.63,2.41,8.64
10,1,28.15,-32.31,1.85,8.64
10,1,30.47,-33.26,-0.47,8.64
10,1,30.92,-38.79,-0.92,8.64
10,1,28.15,-26.09,1.85,8.64
10,1,30.47,-36.80,-0.47,8.64
10,1,28.72,-28.49,1.28,8.64
10,1,28.72,-31.15,1.28,8.64
10,1,28.72,-27.53,1.28,8.64
10,1,29.88,-31.07,0.12,8.64
10,1,31.06,-41.98,-1.06,8.64
10,1,34.15,-53.75,-4.15,8.64
10,1,32.28,-48.83,-2.28,8.64
10,1,31.06,-44.39,-1.06,8.64
10,1,31.06,-45.67,-1.06,8.64
10,1,30.92,-45.26,-0.92,8.64
10,2,27.04,14.72,2.96,8.64
10,2,28.15,20.91,1.85,8.64
10,2,27.04,37.30,2.96,8.64
10,2,28.15,40.96,1.85,8.64
10,2,28.15,45.43,1.85,8.64
10,2,28.15,47.29,1.85,8.64
10,2,32.89,22.92,-2.89,8.64
10,2,32.28,26.28,-2.28,8.64
10,2,28.15,41.00,1.85,8.64
10,2,37.24,-18.25,-7.24,8.64
10,2,37.24,-46.24,-7.24,8.64
10,2,26.35,-20.45,3.65,8.64
10,2,37.24,-69.79,-7.24,8.64
10,2,36.74,-67.71,-6.74,8.64
10,2,27.59,-26.31,2.41,8.64
10,2,34.15,-48.08,-4.15,8.64
10,2,29.30,-33.20,0.70,8.64
10,2,32.28,-41.50,-2.28,8.64
10,2,29.30,-31.44,0.70,8.64
10,2,33.99,-51.19,-3.99,8.64
10,2,29.88,-34.10,0.12,8.64
10,2,31.06,-39.75,-1.06,8.64
10,2,30.47,-41.49,-0.47,8.64
10,2,29.88,-32.06,0.12,8.64
10,2,29.30,-28.71,0.70,8.64
10,2,22.35,8.10,7.65,8.64
10,2,29.30,-13.80,0.70,8.64
10,2,29.88,-13.91,0.12,8.64
10,2,22.35,25.34,7.65,8.64
10,2,29.30,-2.60,0.70,8.64
10,2,29.30,-1.20,0.70,8.64
10,2,29.88,-2.46,0.12,8.64
10,2,29.88,-1.98,0.12,8.64
10,2,29.88,3.66,0.12,8.64
10,2,29.88,10.10,0.12,8.64
10,2,29.88,12.08,0.12,8.64
10,2,29.88,9.15,0.12,8.64
10,2,30.47,5.18,-0.47,8.64
10,2,30.47,2.02,-0.47,8.64
10,2,23.34,36.46,6.66,8.64
10,2,29.88,11.99,0.12,8.64
10,2,31.97,1.61,-1.97,8.64
10,2,28.58,14.32,1.42,8.64
10,2,29.30,16.37,0.70,8.64
10,2,26.49,23.12,3.51,8.64
10,2,26.49,29.39,3.51,8.64
10,2,31.67,22.74,-1.67,8.64
10,2,32.89,6.14,-2.89,8.64
10,2,35.92,-23.46,-5.92,8.64
10,2,37.24,-50.80,-7.24,8.64
10,2,37.24,-69.79,-7.24,8.64
10,2,37.07,-69.09,-7.07,8.64
10,2,31.06,-44.03,-1.06,8.64
10,2,36.08,-63.30,-6.08,8.64
10,2,30.47,-41.54,-0.47,8.64
10,2,34.15,-56.90,-4.15,8.64
10,2,28.72,-27.79,1.28,8.64
10,2,30.47,-41.54,-0.47,8.64
10,2,33.99,-56.24,-3.99,8.64
10,2,29.88,-38.89,0.12,8.64
10,2,31.67,-46.54,-1.67,8.64
10,2,31.67,-42.99,-1.67,8.64
10,2,31.06,-44.03,-1.06,8.64
10,2,29.15,-35.38,0.85,8.64
10,2,31.06,-44.03,-1.06,8.64
10,2,30.32,-40.92,-0.32,8.64
10,2,31.06,-44.03,-1.06,8.64
10,2,30.62,-42.16,-0.62,8.64
10,2,30.47,-34.27,-0.47,8.64
10,2,30.47,-34.73,-0.47,8.64
10,2,28.15,-23.22,1.85,8.64
10,2,29.30,-19.03,0.70,8.64
10,2,29.88,-18.72,0.12,8.64
10,2,29.88,-18.25,0.12,8.64
10,2,29.30,-13.49,0.70,8.64
10,2,29.30,-9.92,0.70,8.64
10,2,29.30,-7.82,0.70,8.64
10,2,29.30,-5.04,0.70,8.64
10,2,28.72,1.51,1.28,8.64
10,2,28.72,4.16,1.28,8.64
10,2,28.72,14.65,1.28,8.64
10,2,28.72,17.76,1.28,8.64
10,2,28.72,22.82,1.28,8.64
10,2,28.72,27.54,1.28,8.64
10,2,28.72,33.50,1.28,8.64
10,2,29.30,33.88,0.70,8.64
10,2,29.73,34.04,0.27,8.64
10,2,29.30,37.72,0.70,8.64
10,2,29.88,36.22,0.12,8.64
10,2,29.30,37.53,0.70,8.64
10,2,31.06,27.29,-1.06,8.64
10,2,28.72,44.92,1.28,8.64
10,2,28.15,47.29,1.85,8.64
10,2,25.15,59.84,4.85,8.64
10,2,35.43,10.65,-5.43,8.64
10,2,34.15,7.43,-4.15,8.64
10,2,31.67,5.54,-1.67,8.64
10,2,36.74,-39.43,-6.74,8.64
10,2,29.01,-25.16,0.99,8.64
10,2,29.30,-36.09,0.70,8.64
10,2,29.30,-36.09,0.70,8.64
10,2,30.32,-40.92,-0.32,8.64
10,2,29.30,-34.25,0.70,8.64
10,2,26.62,-19.19,3.38,8.64
10,2,25.95,-1.48,4.05,8.64
10,2,34.15,-42.36,-4.15,8.64
10,2,23.34,2.10,6.66,8.64
10,2,29.30,-29.99,0.70,8.64
10,2,19.99,18.19,10.01,8.64
10,2,29.30,-23.03,0.70,8.64
10,2,30.32,-25.63,-0.32,8.64
10,2,33.99,-47.24,-3.99,8.64
10,2,32.28,-43.68,-2.28,8.64
10,2,37.07,-69.09,-7.07,8.64
10,2,29.88,-38.98,0.12,8.64
10,2,35.43,-62.24,-5.43,8.64
11,0,25.41,21.40,4.59,8.64
11,0,25.41,35.35,4.59,8.64
11,0,25.41,48.21,4.59,8.64
11,0,27.17,41.05,2.83,8.64
11,0,26.35,44.44,3.65,8.64
11,0,27.04,41.70,2.96,8.64
11,0,21.03,66.24,8.97,8.64
11,0,28.29,36.67,1.71,8.64
11,0,33.36,12.82,-3.36,8.64
11,0,23.60,55.55,6.40,8.64
11,0,33.36,13.13,-3.36,8.64
11,0,37.24,-19.78,-7.24,8.64
11,0,37.07,-39.50,-7.07,8.64
11,0,35.92,-49.11,-5.92,8.64
11,0,35.92,-53.55,-5.92,8.64
11,0,32.89,-41.42,-2.89,8.64
11,0,28.15,-19.64,1.85,8.64
11,0,28.15,-15.10,1.85,8.64
11,0,30.47,-24.68,-0.47,8.64
11,0,16.56,42.44,13.44,8.64
11,0,27.45,-11.96,2.55,8.64
11,0,31.06,-26.10,-1.06,8.64
11,0,26.90,-7.68,3.10,8.64
11,0,30.47,-22.66,-0.47,8.64
11,0,32.12,-34.96,-2.12,8.64
11,0,20.91,15.85,9.09,8.64
11,0,35.43,-43.39,-5.43,8.64
11,0,32.43,-33.89,-2.43,8.64
11,0,28.72,-22.42,1.28,8.64
11,0,30.92,-32.21,-0.92,8.64
11,0,22.11,7.30,7.89,8.64
11,0,30.47,-21.52,-0.47,8.64
11,0,33.99,-41.97,-3.99,8.64
11,0,30.47,-31.51,-0.47,8.64
11,0,30.32,-30.82,-0.32,8.64
11,0,22.11,7.04,7.89,8.64
11,0,31.67,-30.33,-1.67,8.64
11,0,30.32,-26.61,-0.32,8.64
11,0,30.92,-31.77,-0.92,8.64
11,0,30.32,-31.04,-0.32,8.64
11,0,32.28,-38.95,-2.28,8.64
11,0,29.15,-19.08,0.85,8.64
11,0,30.47,-25.64,-0.47,8.64
11,0,29.73,-22.06,0.27,8.64
11,0,29.88,-22.56,0.12,8.64
11,0,29.88,-22.47,0.12,8.64
11,0,30.92,-28.25,-0.92,8.64
11,0,29.88,-18.93,0.12,8.64
11,0,29.73,-18.91,0.27,8.64
11,0,29.15,-15.26,0.85,8.64
11,0,29.88,-18.75,0.12,8.64
11,0,29.30,-13.46,0.70,8.64
11,0,29.44,-7.94,0.56,8.64
11,0,28.15,0.85,1.85,8.64
11,0,29.30,-2.97,0.70,8.64
11,0,29.88,-4.90,0.12,8.64
11,0,29.15,-1.06,0.85,8.64
11,0,29.88,0.96,0.12,8.64
11,0,29.30,5.13,0.70,8.64
11,0,29.88,5.33,0.12,8.64
11,0,29.15,9.29,0.85,8.64
11,0,29.73,12.44,0.27,8.64
11,0,30.32,9.29,-0.32,8.64
11,0,30.47,11.86,-0.47,8.64
11,0,29.30,20.15,0.70,8.64
11,0,29.88,17.81,0.12,8.64
11,0,30.47,13.74,-0.47,8.64
11,0,33.05,1.37,-3.05,8.64
11,0,31.67,1.55,-1.67,8.64
11,0,31.67,-1.04,-1.67,8.64
11,0,32.89,-5.01,-2.89,8.64
11,0,30.32,5.07,-0.32,8.64
11,0,28.01,12.78,1.99,8.64
11,0,29.88,9.23,0.12,8.64
11,0,28.72,24.80,1.28,8.64
11,0,27.31,35.93,2.69,8.64
11,0,37.24,-18.66,-7.24,8.64
11,0,29.73,13.10,0.27,8.64
11,0,37.07,-31.55,-7.07,8.64
11,0,30.47,-7.07,-0.47,8.64
11,0,29.88,-8.71,0.12,8.64
11,0,31.06,-15.58,-1.06,8.64
11,0,33.99,-37.76,-3.99,8.64
11,0,25.81,-9.44,4.19,8.64
11,0,37.24,-58.63,-7.24,8.64
11,0,31.52,-35.65,-1.52,8.64
11,0,28.01,-20.23,1.99,8.64
11,0,36.91,-57.89,-6.91,8.64
11,0,33.99,-46.00,-3.99,8.64
11,0,29.44,-27.05,0.56,8.64
11,0,32.28,-39.16,-2.28,8.64
11,0,30.47,-27.62,-0.47,8.64
11,0,29.30,-26.26,0.70,8.64
11,0,32.89,-41.42,-2.89,8.64
11,0,28.15,-19.43,1.85,8.64
11,0,30.47,-26.82,-0.47,8.64
11,0,29.88,-23.38,0.12,8.64
11,0,29.30,-20.29,0.70,8.64
11,0,32.28,-35.19,-2.28,8.64
11,0,30.32,-26.82,-0.32,8.64
11,0,30.77,-32.34,-0.77,8.64
11,0,30.32,-30.67,-0.32,8.64
11,0,32.28,-39.07,-2.28,8.64
11,0,34.15,-46.45,-4.15,8.64
11,0,32.89,-41.45,-2.89,8.64
11,0,35.27,-50.95,-5.27,8.64
11,0,30.92,-33.33,-0.92,8.64
11,0,34.79,-47.21,-4.79,8.64
11,0,29.88,-29.18,0.12,8.64
11,0,36.08,-54.21,-6.08,8.64
11,0,30.92,-33.49,-0.92,8.64
11,0,33.52,-43.85,-3.52,8.64
